STATIONS_ID;MESS_DATUM;  QN;RWS_DAU_10;RWS_10;RWS_IND_10;eor
       4928;202609140000;    2;   0;   0.00;   0;eor
       4928;202609140010;    2;   0;   0.00;   0;eor
       4928;202609140020;    2;   0;   0.00;   0;eor
       4928;202609140030;    2;   0;   0.00;   0;eor
       4928;202609140040;    2;   0;   0.00;   0;eor
       4928;202609140050;    2;   0;   0.00;   0;eor
       4928;202609140100;    2;   0;   0.00;   0;eor
       4928;202609140110;    2;   0;   0.00;   0;eor
       4928;202609140120;    2;   0;   0.00;   0;eor
       4928;202609140130;    2;   0;   0.00;   0;eor
       4928;202609140140;    2;   0;   0.00;   0;eor
       4928;202609140150;    2;   0;   0.00;   0;eor
       4928;202609140200;    2;   0;   0.00;   0;eor
       4928;202609140210;    2;   0;   0.00;   0;eor
       4928;202609140220;    2;   0;   0.00;   0;eor
       4928;202609140230;    2;   0;   0.00;   0;eor
       4928;202609140240;    2;   0;   0.00;   0;eor
       4928;202609140250;    2;   0;   0.00;   0;eor
       4928;202609140300;    2;   0;   0.00;   0;eor
       4928;202609140310;    2;   0;   0.00;   0;eor
       4928;202609140320;    2;   0;   0.00;   0;eor
       4928;202609140330;    2;   0;   0.00;   0;eor
       4928;202609140340;    2;   0;   0.00;   0;eor
       4928;202609140350;    2;   0;   0.00;   0;eor
       4928;202609140400;    2;   0;   0.00;   0;eor
       4928;202609140410;    2;   3;   0.00;   1;eor
       4928;202609140420;    2;   0;   0.00;   0;eor
       4928;202609140430;    2;   0;   0.00;   0;eor
       4928;202609140440;    2;   0;   0.00;   0;eor
       4928;202609140450;    2;   0;   0.00;   0;eor
       4928;202609140500;    2;   0;   0.00;   0;eor
       4928;202609140510;    2;   0;   0.00;   0;eor
       4928;202609140520;    2;   0;   0.00;   0;eor
       4928;202609140530;    2;   0;   0.00;   0;eor
       4928;202609140540;    2;   0;   0.00;   0;eor
       4928;202609140550;    2;   0;   0.00;   0;eor
       4928;202609140600;    2;   0;   0.00;   0;eor
       4928;202609140610;    2;   0;   0.00;   0;eor
       4928;202609140620;    2;   0;   0.00;   0;eor
       4928;202609140630;    2;   0;   0.00;   0;eor
       4928;202609140640;    2;   0;   0.00;   0;eor
       4928;202609140650;    2;   0;   0.00;   0;eor
       4928;202609140700;    2;   0;   0.00;   0;eor
       4928;202609140710;    2;   0;   0.00;   0;eor
       4928;202609140720;    2;   0;   0.00;   0;eor
       4928;202609140730;    2;   0;   0.00;   0;eor
       4928;202609140740;    2;   0;   0.00;   0;eor
       4928;202609140750;    2;   0;   0.00;   0;eor
       4928;202609140800;    2;   0;   0.00;   0;eor
       4928;202609140810;    2;   0;   0.00;   0;eor
       4928;202609140820;    2;   0;   0.00;   0;eor
       4928;202609140830;    2;   0;   0.00;   0;eor
       4928;202609140840;    2;   0;   0.00;   0;eor
       4928;202609140850;    2;   0;   0.00;   0;eor
       4928;202609140900;    2;   0;   0.00;   0;eor
       4928;202609140910;    2;   0;   0.00;   0;eor
       4928;202609140920;    2;   0;   0.00;   0;eor
       4928;202609140930;    2;   0;   0.00;   0;eor
       4928;202609140940;    2;   0;   0.00;   0;eor
       4928;202609140950;    2;   0;   0.00;   0;eor
       4928;202609141000;    2;   0;   0.00;   0;eor
       4928;202609141010;    2;   0;   0.00;   0;eor
       4928;202609141020;    2;   0;   0.00;   0;eor
       4928;202609141030;    2;   0;   0.00;   0;eor
       4928;202609141040;    2;   0;   0.00;   0;eor
       4928;202609141050;    2;   0;   0.00;   0;eor
       4928;202609141100;    2;   0;   0.00;   0;eor
       4928;202609141110;    2;   0;   0.00;   0;eor
       4928;202609141120;    2;   0;   0.00;   0;eor
       4928;202609141130;    2;   0;   0.00;   0;eor
       4928;202609141140;    2;   0;   0.00;   0;eor
       4928;202609141150;    2;   0;   0.00;   0;eor
       4928;202609141200;    2;   0;   0.00;   0;eor
       4928;202609141210;    2;   0;   0.00;   0;eor
       4928;202609141220;    2;   0;   0.00;   0;eor
       4928;202609141230;    2;   0;   0.00;   0;eor
       4928;202609141240;    2;   0;   0.00;   0;eor
       4928;202609141250;    2;   0;   0.00;   0;eor
       4928;202609141300;    2;   0;   0.00;   0;eor
       4928;202609141310;    2;   0;   0.00;   0;eor
       4928;202609141320;    2;   0;   0.00;   0;eor
       4928;202609141330;    2;   0;   0.00;   0;eor
       4928;202609141340;    2;   0;   0.00;   0;eor
       4928;202609141350;    2;   0;   0.00;   0;eor
